"","Pathogens","Library","RPM","Tissue","Family","Type"
"60857","Porcine bocavirus","M2204ZJHMSW240F",72.06741,"Lung","Parvoviridae","DNA Virus"
"60858","Porcine bocavirus","M2209JYHJSH571PB",281.7235,"Spleen","Parvoviridae","DNA Virus"
"60896","Porcine bocavirus","M2204APHMSW296P",27.987152,"Spleen","Parvoviridae","DNA Virus"
"60973","Porcine bocavirus","M2201APBCSW097F",4.03724,"Lung","Parvoviridae","DNA Virus"
"60979","Porcine bocavirus","M2204ZJHMSW216P",340.738,"Spleen","Parvoviridae","DNA Virus"
"61002","Porcine bocavirus","M2112ZJHJSH136P",33.311585,"Spleen","Parvoviridae","DNA Virus"
"61058","Porcine bocavirus","M2206ZJHXSH361P",45.01226,"Spleen","Parvoviridae","DNA Virus"
"61111","Porcine bocavirus","M2204ZJHXSH192P",17058.143,"Spleen","Parvoviridae","DNA Virus"
"61113","Porcine bocavirus","M2204ZJBCSW224C",23.60164,"Gut","Parvoviridae","DNA Virus"
"61120","Porcine bocavirus","M2112DBH18P",7.165138,"Spleen","Parvoviridae","DNA Virus"
"61136","Porcine bocavirus","M2204APHJSH253C",8.564406,"Gut","Parvoviridae","DNA Virus"
"61168","Porcine bocavirus","M2204APHMSW295C",25.16406,"Gut","Parvoviridae","DNA Virus"
"61176","Porcine bocavirus","M2204ZJBCSW223P",42.33654,"Spleen","Parvoviridae","DNA Virus"
"61189","Porcine bocavirus","M2112DBH48C",11976.5151,"Gut","Parvoviridae","DNA Virus"
"61243","Porcine bocavirus","M2206APHJSH337P",11.1442,"Spleen","Parvoviridae","DNA Virus"
"61245","Porcine bocavirus","M2201APHXSH082P",52.68426,"Spleen","Parvoviridae","DNA Virus"
"61248","Porcine bocavirus","M2204APHXSH274P",22.63086,"Spleen","Parvoviridae","DNA Virus"
"61312","Porcine bocavirus","M2112DBH51C",57.57864,"Gut","Parvoviridae","DNA Virus"
"61325","Porcine bocavirus","M2201APBCSW100C",10.20335,"Gut","Parvoviridae","DNA Virus"
"61352","Porcine bocavirus","M2211ZJHXSH449P",92.07583,"Spleen","Parvoviridae","DNA Virus"
"61384","Porcine bocavirus","M2204ZJBCSW228F",870.2851,"Lung","Parvoviridae","DNA Virus"
"61412","Porcine bocavirus","M2112DBH47P",8350.855,"Spleen","Parvoviridae","DNA Virus"
"61440","Porcine bocavirus","M2112DBH24P",31.07378,"Spleen","Parvoviridae","DNA Virus"
"61443","Porcine bocavirus","M2204ZJHXSH192F",53.04845,"Lung","Parvoviridae","DNA Virus"
"61447","Porcine bocavirus","M2112DBH47F",230.851826,"Lung","Parvoviridae","DNA Virus"
"61538","Porcine bocavirus","M2204ZJHMSW214F",265.73735,"Lung","Parvoviridae","DNA Virus"
"61546","Porcine bocavirus","M2201APBCSW090F",8.842892,"Lung","Parvoviridae","DNA Virus"
"61561","Porcine bocavirus","M2112DBH47C",43140.57,"Gut","Parvoviridae","DNA Virus"
"61586","Porcine bocavirus","M2201APCQJH075C",2.41799,"Gut","Parvoviridae","DNA Virus"
"61594","Porcine bocavirus","M2204ZJCQJH207C",46.26634,"Gut","Parvoviridae","DNA Virus"
"61627","Porcine bocavirus","M2201APBCSW096F",377.762,"Lung","Parvoviridae","DNA Virus"
"61687","Porcine bocavirus","M2204ZJHXSH192C",9940.16,"Gut","Parvoviridae","DNA Virus"
"61698","Porcine bocavirus","M2204ZJHXSH190P",98.473064,"Spleen","Parvoviridae","DNA Virus"
"61722","Porcine bocavirus","M2201APHWSW105C",6.44184,"Gut","Parvoviridae","DNA Virus"
"61835","Porcine bocavirus","M2212YFWDSW614PB",124.7056,"Spleen","Parvoviridae","DNA Virus"
"61844","Porcine bocavirus","M2204APHMSW295P",27.2761249,"Spleen","Parvoviridae","DNA Virus"
"61945","Rabovirus A","M2112DBH51C",144.1145,"Gut","Picornaviridae","RNA Virus"
"62113","Rabovirus A","M2212SGHMSW707CX100",157.1831,"Gut","Picornaviridae","RNA Virus"
"62371","Rabovirus A","M2212SGHMSW711CX100",827.225,"Gut","Picornaviridae","RNA Virus"
"62684","Rabovirus A","M2212YFBCSW593CBNX100",56.208,"Gut","Picornaviridae","RNA Virus"
"63073","Raillietina sp","M2112DBH24C",3.23774,"Gut","Davaineidae","Eukaryote"
"63595","Raillietina sp","M2301APHJSH790CX100",78.9263,"Gut","Davaineidae","Eukaryote"
"64244","Rat hepatitis E virus","M2301APBCSW810F",45.08803,"Lung","Hepeviridae","RNA Virus"
"64245","Rat hepatitis E virus","M2201ZJBCSW157F",13.9007028,"Lung","Hepeviridae","RNA Virus"
"64255","Rat hepatitis E virus","M2211APBCSW495F",35.05168,"Lung","Hepeviridae","RNA Virus"
"64269","Rat hepatitis E virus","M2204APBCSW279F",78.8253602,"Lung","Hepeviridae","RNA Virus"
"64279","Rat hepatitis E virus","M2204APBCSW280P",22.86381,"Spleen","Hepeviridae","RNA Virus"
"64288","Rat hepatitis E virus","M2211ZJBCSW436P",147.47956,"Spleen","Hepeviridae","RNA Virus"
"64294","Rat hepatitis E virus","M2301ZJBCSW817FX100",259.2483,"Lung","Hepeviridae","RNA Virus"
"64332","Rat hepatitis E virus","M2204ZJBCSW231P",44.84927,"Spleen","Hepeviridae","RNA Virus"
"64351","Rat hepatitis E virus","M2211ZJHMSW433F",9.86831,"Lung","Hepeviridae","RNA Virus"
"64355","Rat hepatitis E virus","M2211APBCSW502PBX100",118.914073,"Spleen","Hepeviridae","RNA Virus"
"64371","Rat hepatitis E virus","M2204APHXSH270RPX100",251.56319,"Spleen","Hepeviridae","RNA Virus"
"64403","Rat hepatitis E virus","M2201ZJBCSW155F",3.44768,"Lung","Hepeviridae","RNA Virus"
"64413","Rat hepatitis E virus","M2210ZJBCSW414RPX100",102.7261679,"Spleen","Hepeviridae","RNA Virus"
"64442","Rat hepatitis E virus","M2211APBCSW499PBX100",95.923787,"Spleen","Hepeviridae","RNA Virus"
"64447","Rat hepatitis E virus","M2204ZJBCSW235F",118.545879,"Lung","Hepeviridae","RNA Virus"
"64468","Rat hepatitis E virus","M2204APBCSW278P",104.819296,"Spleen","Hepeviridae","RNA Virus"
"64475","Rat hepatitis E virus","M2204ZJBCSW236P",65.2909,"Spleen","Hepeviridae","RNA Virus"
"64477","Rat hepatitis E virus","M2204APHJSH253RPX100",217.217937,"Spleen","Hepeviridae","RNA Virus"
"64481","Rat hepatitis E virus","M2212SSBCSW621FBX100",71.8606,"Lung","Hepeviridae","RNA Virus"
"64506","Rat hepatitis E virus","M2112ZJHJSW114F",19.822385,"Lung","Hepeviridae","RNA Virus"
"64544","Rat hepatitis E virus","M2301ZJBCSW821FX100",33.092819,"Lung","Hepeviridae","RNA Virus"
"64553","Rat hepatitis E virus","M2201ZJHMSW170P",14.46007,"Spleen","Hepeviridae","RNA Virus"
"64556","Rat hepatitis E virus","M2201ZJHMSW168F",1.043461,"Lung","Hepeviridae","RNA Virus"
"64563","Rat hepatitis E virus","M2204APBCSW279P",24.8810692,"Spleen","Hepeviridae","RNA Virus"
"64571","Rat hepatitis E virus","M2210ZJBCSW422RPNX100",18.979975,"Spleen","Hepeviridae","RNA Virus"
"64573","Rat hepatitis E virus","M2211APBCSW500F",18.10376,"Lung","Hepeviridae","RNA Virus"
"64583","Rat hepatitis E virus","M2112DBH32F",2.194168,"Lung","Hepeviridae","RNA Virus"
"64618","Rat hepatitis E virus","M2204APBCSW288P",104.17901,"Spleen","Hepeviridae","RNA Virus"
"64621","Rat hepatitis E virus","M2301ZJBCSW815PX100",40.6660713,"Spleen","Hepeviridae","RNA Virus"
"64625","Rat hepatitis E virus","M2206APBCSW313F",9.14286,"Lung","Hepeviridae","RNA Virus"
"64636","Rat hepatitis E virus","M2210ZJBCSW409P",272.204019,"Spleen","Hepeviridae","RNA Virus"
"64644","Rat hepatitis E virus","M2211APBCSW507FX100",21.117436,"Lung","Hepeviridae","RNA Virus"
"64664","Rat hepatitis E virus","M2206ZJBCSW370P",63.63122,"Spleen","Hepeviridae","RNA Virus"
"64669","Rat hepatitis E virus","M2301ZJBCSW814FX100",121.40843,"Lung","Hepeviridae","RNA Virus"
"64701","Rat hepatitis E virus","M2204ZJBCSW231F",64.790085,"Lung","Hepeviridae","RNA Virus"
"64709","Rat hepatitis E virus","M2204ZJHMSW215P",877.57162,"Spleen","Hepeviridae","RNA Virus"
"64713","Rat hepatitis E virus","M2206APBCSW299P",23.05424,"Spleen","Hepeviridae","RNA Virus"
"64738","Rat hepatitis E virus","M2211APBCSW497F",66.7492,"Lung","Hepeviridae","RNA Virus"
"64752","Rat hepatitis E virus","M2301APBCSW808PX100",183.5962,"Spleen","Hepeviridae","RNA Virus"
"64754","Rat hepatitis E virus","M2112DBH26C",310.4159,"Gut","Hepeviridae","RNA Virus"
"64758","Rat hepatitis E virus","M2204ZJQMSW212F",5.400158,"Lung","Hepeviridae","RNA Virus"
"64760","Rat hepatitis E virus","M2210ZJBCSW409RFX100",67.654256,"Lung","Hepeviridae","RNA Virus"
"64793","Rat hepatitis E virus","M2204APBCSW291P",26.12802,"Spleen","Hepeviridae","RNA Virus"
"64801","Rat hepatitis E virus","M2204ZJBCSW230F",46.0844,"Lung","Hepeviridae","RNA Virus"
"64807","Rat hepatitis E virus","M2112ZJBCSW122P",76.1115623,"Spleen","Hepeviridae","RNA Virus"
"64827","Rat hepatitis E virus","M2204ZJBCSW230P",20.5219,"Spleen","Hepeviridae","RNA Virus"
"64833","Rat hepatitis E virus","M2201ZJBCSW157P",33.05211,"Spleen","Hepeviridae","RNA Virus"
"64845","Rat hepatitis E virus","M2112DBH26P",54.27085,"Spleen","Hepeviridae","RNA Virus"
"64861","Rat hepatitis E virus","M2112DBH32P",51.0136,"Spleen","Hepeviridae","RNA Virus"
"64877","Rat hepatitis E virus","M2301ZJBCSW814PX100",33.7701,"Spleen","Hepeviridae","RNA Virus"
"64880","Rat hepatitis E virus","M2211APBCSW508PBX100",147.8091314,"Spleen","Hepeviridae","RNA Virus"
"64890","Rat hepatitis E virus","M2204APBCSW280F",40.027455,"Lung","Hepeviridae","RNA Virus"
"64917","Rat hepatitis E virus","M2211ZJBCSW438F",18.580114,"Lung","Hepeviridae","RNA Virus"
"64920","Rat hepatitis E virus","M2201ZJBCSW156F",8.36283,"Lung","Hepeviridae","RNA Virus"
"64923","Rat hepatitis E virus","M2204ZJBCSW233P",38.648859,"Spleen","Hepeviridae","RNA Virus"
"64925","Rat hepatitis E virus","M2201ZJBCSW159F",21.95825,"Lung","Hepeviridae","RNA Virus"
"64926","Rat hepatitis E virus","M2204APHJSH253F",119.059435,"Lung","Hepeviridae","RNA Virus"
"64929","Rat hepatitis E virus","M2112ZJHJSW114P",84.883049,"Spleen","Hepeviridae","RNA Virus"
"64955","Rat hepatitis E virus","M2201APBCSW090P",152.26041,"Spleen","Hepeviridae","RNA Virus"
"64963","Rat hepatitis E virus","M2206APBCSW313P",3.87343,"Spleen","Hepeviridae","RNA Virus"
"64987","Rat hepatitis E virus","M2206ZJBCSW370RFX100",144.2844154,"Lung","Hepeviridae","RNA Virus"
"64998","Rat hepatitis E virus","M2201ZJBCSW155P",25.50043,"Spleen","Hepeviridae","RNA Virus"
"65020","Rat hepatitis E virus","M2211ZJBCSW436F",85.719616,"Lung","Hepeviridae","RNA Virus"
"65034","Rat hepatitis E virus","M2301APBCSW810PX100",81.37693,"Spleen","Hepeviridae","RNA Virus"
"65037","Rat hepatitis E virus","M2204APBCSW291F",12.429968,"Lung","Hepeviridae","RNA Virus"
"65038","Rat hepatitis E virus","M2204ZJQMSW212P",49.8036577,"Spleen","Hepeviridae","RNA Virus"
"65040","Rat hepatitis E virus","M2204ZJBCSW236F",33.04614,"Lung","Hepeviridae","RNA Virus"
"65057","Rat hepatitis E virus","M2204ZJBCSW234P",49.81766,"Spleen","Hepeviridae","RNA Virus"
"65069","Rat hepatitis E virus","M2211APBCSW507PBX100",81.3386,"Spleen","Hepeviridae","RNA Virus"
"65071","Rat hepatitis E virus","M2209JYHJSH577CBX100",111.393,"Gut","Hepeviridae","RNA Virus"
"65087","Rat hepatitis E virus","M2211APBCSW502F",97.967251,"Lung","Hepeviridae","RNA Virus"
"65110","Rat hepatitis E virus","M2204APBCSW278F",119.1109311,"Lung","Hepeviridae","RNA Virus"
"65113","Rat hepatitis E virus","M2204ZJBCSW233F",31.21652,"Lung","Hepeviridae","RNA Virus"
"65115","Rat hepatitis E virus","M2201APBCSW090F",203.5786153,"Lung","Hepeviridae","RNA Virus"
"65123","Rat hepatitis E virus","M2211APBCSW503PBX100",52.47463,"Spleen","Hepeviridae","RNA Virus"
"65126","Rat hepatitis E virus","M2211APBCSW498P",52.47401,"Spleen","Hepeviridae","RNA Virus"
"65132","Rat hepatitis E virus","M2209HYHMSW513CBX100",83.764689,"Gut","Hepeviridae","RNA Virus"
"65149","Rat hepatitis E virus","M2204APBCSW286P",8.47185,"Spleen","Hepeviridae","RNA Virus"
"65177","Rat hepatitis E virus","M2209HYHMSW513PBX100",20.144903,"Spleen","Hepeviridae","RNA Virus"
"65193","Rat hepatitis E virus","M2301ZJBCSW815FX100",11.8214428,"Lung","Hepeviridae","RNA Virus"
"65217","Rat hepatitis E virus","M2301ZJBCSW821PX100",27.880898,"Spleen","Hepeviridae","RNA Virus"
"65218","Rat hepatitis E virus","M2112ZJBCSW122F",85.798988,"Lung","Hepeviridae","RNA Virus"
"65240","Rat hepatitis E virus","M2204APBCSW286C",3.881957,"Gut","Hepeviridae","RNA Virus"
"65254","Rat hepatitis E virus","M2211ZJHXSW432F",68.524656,"Lung","Hepeviridae","RNA Virus"
"65256","Rat hepatitis E virus","M2301APBCSW804PX100",115.697828,"Spleen","Hepeviridae","RNA Virus"
"65285","Rat hepatitis E virus","M2201APBCSW090C",280.189182,"Gut","Hepeviridae","RNA Virus"
"65311","Rat hepatitis E virus","M2201ZJBCSW153F",32.04964,"Lung","Hepeviridae","RNA Virus"
"65315","Rat hepatitis E virus","M2211APBCSW497P",54.01003,"Spleen","Hepeviridae","RNA Virus"
"65336","Rat hepatitis E virus","M2301ZJBCSW817PX100",260.8296923,"Spleen","Hepeviridae","RNA Virus"
"65337","Rat hepatitis E virus","M2301APBCSW804F",26.57962,"Lung","Hepeviridae","RNA Virus"
"65357","Rat hepatitis E virus","M2201ZJBCSW159P",48.05282,"Spleen","Hepeviridae","RNA Virus"
"65359","Rat hepatitis E virus","M2211APBCSW502CBX100",195.253827,"Gut","Hepeviridae","RNA Virus"
"65385","Rat hepatitis E virus","M2211APBCSW500PBX100",56.478231,"Spleen","Hepeviridae","RNA Virus"
"65421","Rat minute virus 2a","M2211APBCSW495P",46.26608,"Spleen","Parvoviridae","DNA Virus"
"65429","Rat minute virus 2a","M2207ZJBCSH860PX100",8255.483,"Spleen","Parvoviridae","DNA Virus"
"65433","Rat minute virus 2a","M2204APCQJH248C",28.51394,"Gut","Parvoviridae","DNA Virus"
"65439","Rat minute virus 2a","M2204APHJSH262P",204.83827,"Spleen","Parvoviridae","DNA Virus"
"65445","Rat minute virus 2a","M2212YFWDSW607FB",3012.294,"Lung","Parvoviridae","DNA Virus"
"65450","Rat minute virus 2a","M2112DBH51F",152.60833,"Lung","Parvoviridae","DNA Virus"
"65454","Rat minute virus 2a","M2204ZJHXSH195C",3.098412,"Gut","Parvoviridae","DNA Virus"
"65468","Rat minute virus 2a","M2201APXTSW112FX100",1.112741,"Lung","Parvoviridae","DNA Virus"
"65469","Rat minute virus 2a","M2212SGHJSH677FN",473.7596,"Lung","Parvoviridae","DNA Virus"
"65472","Rat minute virus 2a","M2301ZJBCSW814PX100",9.872299,"Spleen","Parvoviridae","DNA Virus"
"65473","Rat minute virus 2a","M2212SZHJSH763P",1123.546,"Spleen","Parvoviridae","DNA Virus"
"65474","Rat minute virus 2a","M2212SSHXSH654FX100",67.6435,"Lung","Parvoviridae","DNA Virus"
"65482","Rat minute virus 2a","M2212SGWDSW689CN",6313.073,"Gut","Parvoviridae","DNA Virus"
"65483","Rat minute virus 2a","M2201APHWSW105P",3226.262,"Spleen","Parvoviridae","DNA Virus"
"65498","Rat minute virus 2a","M2211APHXSH492P",35.076225,"Spleen","Parvoviridae","DNA Virus"
"65506","Rat minute virus 2a","M2212YFWDSW615PB",150953.371041,"Spleen","Parvoviridae","DNA Virus"
"65518","Rat minute virus 2a","M2212YFHMSW600PB",911.968,"Spleen","Parvoviridae","DNA Virus"
"65525","Rat minute virus 2a","M2112DBH14P",120.021779,"Spleen","Parvoviridae","DNA Virus"
"65530","Rat minute virus 2a","M2212SSHXSH659PX100",2.198434,"Spleen","Parvoviridae","DNA Virus"
"65534","Rat minute virus 2a","M2112DBH15F",71.44654,"Lung","Parvoviridae","DNA Virus"
"65538","Rat minute virus 2a","M2209JYHXSH562FB",827.566,"Lung","Parvoviridae","DNA Virus"
"65546","Rat minute virus 2a","M2204APHJSH263F",30.957529,"Lung","Parvoviridae","DNA Virus"
"65548","Rat minute virus 2a","M2212SGHJSH672PX100",55.7179,"Spleen","Parvoviridae","DNA Virus"
"65561","Rat minute virus 2a","M2212SGHJSH680PX100",25.81653,"Spleen","Parvoviridae","DNA Virus"
"65571","Rat minute virus 2a","M2209JYHJSH569CBX100",4.261607,"Gut","Parvoviridae","DNA Virus"
"65573","Rat minute virus 2a","M2112DBH38F",442.166,"Lung","Parvoviridae","DNA Virus"
"65575","Rat minute virus 2a","M2212YFWDSW610FB",403.2056,"Lung","Parvoviridae","DNA Virus"
"65576","Rat minute virus 2a","M2212SZHJSH766CN",1360.36,"Gut","Parvoviridae","DNA Virus"
"65581","Rat minute virus 2a","M2212SSHJSH635PX100",14.2309462,"Spleen","Parvoviridae","DNA Virus"
"65582","Rat minute virus 2a","M2201APHXSH079P",934.391,"Spleen","Parvoviridae","DNA Virus"
"65584","Rat minute virus 2a","M2112DBH58F",571.343,"Lung","Parvoviridae","DNA Virus"
"65585","Rat minute virus 2a","M2207ZJBCSH860FX100",77.29469,"Lung","Parvoviridae","DNA Virus"
"65597","Rat minute virus 2a","M2204APBCSW282P",1875.183,"Spleen","Parvoviridae","DNA Virus"
"65600","Rat minute virus 2a","M2201ZJHXSH182F",1.250248,"Lung","Parvoviridae","DNA Virus"
"65605","Rat minute virus 2a","M2301ZJHJSH849C",279.7537,"Gut","Parvoviridae","DNA Virus"
"65617","Rat minute virus 2a","M2201APHXSH085FX100",7.1582,"Lung","Parvoviridae","DNA Virus"
"65623","Rat minute virus 2a","M2207ZJHMSW390C",33.327547,"Gut","Parvoviridae","DNA Virus"
"65638","Rat minute virus 2a","M2201ZJHJSH173P",14.1313,"Spleen","Parvoviridae","DNA Virus"
"65654","Rat minute virus 2a","M2212SSBCSW623PN",270.6549,"Spleen","Parvoviridae","DNA Virus"
"65656","Rat minute virus 2a","M2212SZWDSW731FX100",1.822459,"Lung","Parvoviridae","DNA Virus"
"65660","Rat minute virus 2a","M2212SSHXSH654CX100",3649.071,"Gut","Parvoviridae","DNA Virus"
"65663","Rat minute virus 2a","M2212SZHJSH769PX100",7.735504,"Spleen","Parvoviridae","DNA Virus"
"65674","Rat minute virus 2a","M2301APHJSH785PX100",6.904492,"Spleen","Parvoviridae","DNA Virus"
"65677","Rat minute virus 2a","M2212YFWDSW618FBX100",65.5876,"Lung","Parvoviridae","DNA Virus"
"65696","Rat minute virus 2a","M2212SGHMSW717P",78.156732,"Spleen","Parvoviridae","DNA Virus"
"65701","Rat minute virus 2a","M2112DBH46P",6790.988,"Spleen","Parvoviridae","DNA Virus"
"65707","Rat minute virus 2a","M2112DBH36C",629.1021,"Gut","Parvoviridae","DNA Virus"
"65708","Rat minute virus 2a","M2212YFWDSW608FBX100",29.65978,"Lung","Parvoviridae","DNA Virus"
"65709","Rat minute virus 2a","M2204ZJWDSW213P",50.3637,"Spleen","Parvoviridae","DNA Virus"
"65722","Rat minute virus 2a","M2204APBCSW282F",27.37449,"Lung","Parvoviridae","DNA Virus"
"65728","Rat minute virus 2a","M2112DBH42P",87081.744619,"Spleen","Parvoviridae","DNA Virus"
"65732","Rat minute virus 2a","M2201ZJHJSH175F",2.406897,"Lung","Parvoviridae","DNA Virus"
"65739","Rat minute virus 2a","M2204APBCSW287P",218.9251,"Spleen","Parvoviridae","DNA Virus"
"65741","Rat minute virus 2a","M2204ZJBCSW224F",10.702416,"Lung","Parvoviridae","DNA Virus"
"65744","Rat minute virus 2a","M2201APXTSW111F",109.8926,"Lung","Parvoviridae","DNA Virus"
"65748","Rat minute virus 2a","M2212SGHJSH682CX100",8.205651,"Gut","Parvoviridae","DNA Virus"
"65755","Rat minute virus 2a","M2209JYCQJH558CBX100",7.646682,"Gut","Parvoviridae","DNA Virus"
"65761","Rat minute virus 2a","M2201APBCSW095C",344.26962,"Gut","Parvoviridae","DNA Virus"
"65767","Rat minute virus 2a","M2212YFWDSW620PX100",10.669863,"Spleen","Parvoviridae","DNA Virus"
"65776","Rat minute virus 2a","M2201APXTSW109P",9385.63,"Spleen","Parvoviridae","DNA Virus"
"65792","Rat minute virus 2a","M2212SZXTSW738PX100",66.097,"Spleen","Parvoviridae","DNA Virus"
"65800","Rat minute virus 2a","M2201ZJBCSW159P",448.493,"Spleen","Parvoviridae","DNA Virus"
"65811","Rat minute virus 2a","M2206ZJWDSW373RPN",69.42452,"Spleen","Parvoviridae","DNA Virus"
"65813","Rat minute virus 2a","M2301APQMSW780FX100",24.14863,"Lung","Parvoviridae","DNA Virus"
"65823","Rat minute virus 2a","M2212SGHMSW719CX100",7.928242,"Gut","Parvoviridae","DNA Virus"
"65824","Rat minute virus 2a","M2301APBCSW808PX100",27.592,"Spleen","Parvoviridae","DNA Virus"
"65829","Rat minute virus 2a","M2201APBCSW094C",958.991,"Gut","Parvoviridae","DNA Virus"
"65830","Rat minute virus 2a","M2301APBCSW796PX100",174.5692,"Spleen","Parvoviridae","DNA Virus"
"65836","Rat minute virus 2a","M2201APXTSW114P",17597.5,"Spleen","Parvoviridae","DNA Virus"
"65837","Rat minute virus 2a","M2204ZJBCSW224C",194.81562,"Gut","Parvoviridae","DNA Virus"
"65848","Rat minute virus 2a","M2201ZJCQJH171NPRE",22.455092,"Spleen","Parvoviridae","DNA Virus"
"65851","Rat minute virus 2a","M2212YFHMSW603CNX100",57.6342,"Gut","Parvoviridae","DNA Virus"
"65854","Rat minute virus 2a","M2204ZJHMSW238P",14.43864,"Spleen","Parvoviridae","DNA Virus"
"65864","Rat minute virus 2a","M2212YFWDSW616CNX100",872.693,"Gut","Parvoviridae","DNA Virus"
"65868","Rat minute virus 2a","M2211ZJHJSH445P",79.86883,"Spleen","Parvoviridae","DNA Virus"
"65869","Rat minute virus 2a","M2301ZJHXSH835PX100",13.9314,"Spleen","Parvoviridae","DNA Virus"
"65871","Rat minute virus 2a","M2212YFCQJH583CBX100",4.840388,"Gut","Parvoviridae","DNA Virus"
"65878","Rat minute virus 2a","M2212YFHMSW597PB",245.3313,"Spleen","Parvoviridae","DNA Virus"
"65881","Rat minute virus 2a","M2201APXTSW108P",5779.5732883,"Spleen","Parvoviridae","DNA Virus"
"65882","Rat minute virus 2a","M2204APBCSW282C",12.42637,"Gut","Parvoviridae","DNA Virus"
"65887","Rat minute virus 2a","M2112DBH22F",246.0012,"Lung","Parvoviridae","DNA Virus"
"65892","Rat minute virus 2a","M2204APBCSW287C",12.1506136,"Gut","Parvoviridae","DNA Virus"
"65897","Rat minute virus 2a","M2204ZJHMSW219P",21.06961,"Spleen","Parvoviridae","DNA Virus"
"65901","Rat minute virus 2a","M2112DBH50P",78.644771,"Spleen","Parvoviridae","DNA Virus"
"65902","Rat minute virus 2a","M2204ZJHMSW215C",4046.8695,"Gut","Parvoviridae","DNA Virus"
"65912","Rat minute virus 2a","M2212YFWDSW609CX100",126.8256,"Gut","Parvoviridae","DNA Virus"
"65913","Rat minute virus 2a","M2201APBCSW090P",32539.3489,"Spleen","Parvoviridae","DNA Virus"
"65926","Rat minute virus 2a","M2112DBH45C",483.677,"Gut","Parvoviridae","DNA Virus"
"65929","Rat minute virus 2a","M2301APBCSW807PX100",7.871323,"Spleen","Parvoviridae","DNA Virus"
"65930","Rat minute virus 2a","M2112DBH39F",162.1922,"Lung","Parvoviridae","DNA Virus"
"65933","Rat minute virus 2a","M2301APBCSW799PX100",11.07441,"Spleen","Parvoviridae","DNA Virus"
"65936","Rat minute virus 2a","M2301APHJSH781P",320.0603,"Spleen","Parvoviridae","DNA Virus"
"65941","Rat minute virus 2a","M2211APHXSH490P",85.99104,"Spleen","Parvoviridae","DNA Virus"
"65945","Rat minute virus 2a","M2112DBH43C",376.3896,"Gut","Parvoviridae","DNA Virus"
"65952","Rat minute virus 2a","M2212YFWDSW618CX100",6.19124,"Gut","Parvoviridae","DNA Virus"
"65956","Rat minute virus 2a","M2301APBCSW803CX100",5.825902,"Gut","Parvoviridae","DNA Virus"
"65965","Rat minute virus 2a","M2209HYHJSH537PBX100",3.661157,"Spleen","Parvoviridae","DNA Virus"
"65967","Rat minute virus 2a","M2204ZJBCSW234P",12.32897,"Spleen","Parvoviridae","DNA Virus"
"65969","Rat minute virus 2a","M2204APHMSW296P",4.20116,"Spleen","Parvoviridae","DNA Virus"
"65972","Rat minute virus 2a","M2112DBH04F",96.4479,"Lung","Parvoviridae","DNA Virus"
"65973","Rat minute virus 2a","M2204APHJSH262C",8.84503,"Gut","Parvoviridae","DNA Virus"
"65977","Rat minute virus 2a","M2212YFWDSW615FBX100",22.3845,"Lung","Parvoviridae","DNA Virus"
"65980","Rat minute virus 2a","M2212YFWDSW607PB",178303.9292,"Spleen","Parvoviridae","DNA Virus"
"65987","Rat minute virus 2a","M2112DBH36P",78758.2912,"Spleen","Parvoviridae","DNA Virus"
"65989","Rat minute virus 2a","M2112DBH35F",187.0877,"Lung","Parvoviridae","DNA Virus"
"65992","Rat minute virus 2a","M2201ZJHJSH174P",11.643494,"Spleen","Parvoviridae","DNA Virus"
"65999","Rat minute virus 2a","M2204APHJSH263P",39.247683,"Spleen","Parvoviridae","DNA Virus"
"66013","Rat minute virus 2a","M2301ZJHJSH851F",54.80632,"Lung","Parvoviridae","DNA Virus"
"66014","Rat minute virus 2a","M2112DBH45F",213.3364,"Lung","Parvoviridae","DNA Virus"
"66016","Rat minute virus 2a","M2207ZJBCSH861C",53.2226,"Gut","Parvoviridae","DNA Virus"
"66019","Rat minute virus 2a","M2207ZJBCSW380P",16936.226,"Spleen","Parvoviridae","DNA Virus"
"66030","Rat minute virus 2a","M2201APXTSW112P",5912.52,"Spleen","Parvoviridae","DNA Virus"
"66034","Rat minute virus 2a","M2301APBCSW804PX100",10.400052,"Spleen","Parvoviridae","DNA Virus"
"66040","Rat minute virus 2a","M2301ZJCQJH812C",565.337,"Gut","Parvoviridae","DNA Virus"
"66050","Rat minute virus 2a","M2204ZJBCSW237P",45.4265,"Spleen","Parvoviridae","DNA Virus"
"66052","Rat minute virus 2a","M2112DBH58P",3754.206421,"Spleen","Parvoviridae","DNA Virus"
"66068","Rat minute virus 2a","M2201ZJHMSW168P",33.0356109,"Spleen","Parvoviridae","DNA Virus"
"66069","Rat minute virus 2a","M2201APBCSW093PRE",5831.6449,"Spleen","Parvoviridae","DNA Virus"
"66070","Rat minute virus 2a","M2209HYHJSH538PBX100",15.3702879,"Spleen","Parvoviridae","DNA Virus"
"66071","Rat minute virus 2a","M2112DBH39C",802.2752,"Gut","Parvoviridae","DNA Virus"
"66073","Rat minute virus 2a","M2212YFWDSW619F",42046.44713,"Lung","Parvoviridae","DNA Virus"
"66077","Rat minute virus 2a","M2112DBH20F",80.43792,"Lung","Parvoviridae","DNA Virus"
"66083","Rat minute virus 2a","M2212YFBCSW595PB",272352.7616,"Spleen","Parvoviridae","DNA Virus"
