"","Library","Pathogens","RPM","Tissue","Family","Type","Individual"
"668","M2204ZJHXSH192F","Porcine bocavirus",53.04845,"Lung","Parvoviridae","DNA Virus","M2204ZJHXSH192"
"669","M2204ZJHXSH192P","Porcine bocavirus",17058.143,"Spleen","Parvoviridae","DNA Virus","M2204ZJHXSH192"
"670","M2204ZJHXSH195C","Guangdong rosa-like virus",42.926,"Gut","Picornaviridae","RNA Virus","M2204ZJHXSH195"
"671","M2204ZJHXSH195C","Rat minute virus 2a",3.098412,"Gut","Parvoviridae","DNA Virus","M2204ZJHXSH195"
"672","M2204ZJQMSW212C","Tritrichomonas sp",10.430804,"Gut","Tritrichomonadidae","Eukaryote","M2204ZJQMSW212"
"673","M2204ZJQMSW212F","Pneumocystis wakefieldiae",4.1479505,"Lung","Pneumocystaceae","Eukaryote","M2204ZJQMSW212"
"674","M2204ZJQMSW212F","Rat hepatitis E virus",5.400158,"Lung","Hepeviridae","RNA Virus","M2204ZJQMSW212"
"675","M2204ZJQMSW212P","Rat hepatitis E virus",49.8036577,"Spleen","Hepeviridae","RNA Virus","M2204ZJQMSW212"
"676","M2204ZJWDSW213C","Rat minute virus 2a",6.2182,"Gut","Parvoviridae","DNA Virus","M2204ZJWDSW213"
"677","M2204ZJWDSW213C","Strongyloides ratti",1.719922,"Gut","Strongyloididae","Eukaryote","M2204ZJWDSW213"
"678","M2204ZJWDSW213F","Hepatozoon sp",114.2103,"Lung","Hepatozoidae","Eukaryote","M2204ZJWDSW213"
"679","M2204ZJWDSW213P","Rat minute virus 2a",50.3637,"Spleen","Parvoviridae","DNA Virus","M2204ZJWDSW213"
"680","M2206APBCSW299C","Rodent astrovirus 3",2.468763,"Gut","Astroviridae","RNA Virus","M2206APBCSW299"
"681","M2206APBCSW299F","Guangdong rodent arterivirus 1",4246.10579,"Lung","Arteriviridae","RNA Virus","M2206APBCSW299"
"682","M2206APBCSW299P","Guangdong rodent arterivirus 1",890.56506,"Spleen","Arteriviridae","RNA Virus","M2206APBCSW299"
"683","M2206APBCSW299P","Rat hepatitis E virus",23.05424,"Spleen","Hepeviridae","RNA Virus","M2206APBCSW299"
"684","M2206APBCSW300C","Strongyloides ratti",3.8120675,"Gut","Strongyloididae","Eukaryote","M2206APBCSW300"
"685","M2206APBCSW300F","Pneumocystis wakefieldiae",1.0869442,"Lung","Pneumocystaceae","Eukaryote","M2206APBCSW300"
"686","M2206APBCSW301F","Pneumocystis wakefieldiae",3.8231943,"Lung","Pneumocystaceae","Eukaryote","M2206APBCSW301"
"687","M2206APBCSW303C","Wenzhou virus",3388.37,"Gut","Arenaviridae","RNA Virus","M2206APBCSW303"
"688","M2206APBCSW303F","Wenzhou virus",3553.383,"Lung","Arenaviridae","RNA Virus","M2206APBCSW303"
"689","M2206APBCSW303P","Wenzhou virus",1269.6838,"Spleen","Arenaviridae","RNA Virus","M2206APBCSW303"
"690","M2206APBCSW304C","Wenzhou virus",8236.007,"Gut","Arenaviridae","RNA Virus","M2206APBCSW304"
"691","M2206APBCSW304C","Guangdong rodent arterivirus 1",23.162438,"Gut","Arteriviridae","RNA Virus","M2206APBCSW304"
"692","M2206APBCSW304F","Wenzhou virus",4894.0849,"Lung","Arenaviridae","RNA Virus","M2206APBCSW304"
"693","M2206APBCSW304P","Wenzhou virus",2115.0628,"Spleen","Arenaviridae","RNA Virus","M2206APBCSW304"
"694","M2206APBCSW305C","Tritrichomonas sp",9.174078,"Gut","Tritrichomonadidae","Eukaryote","M2206APBCSW305"
"695","M2206APBCSW305F","Guangdong rodent arterivirus 1",1313.515,"Lung","Arteriviridae","RNA Virus","M2206APBCSW305"
"696","M2206APBCSW305P","Guangdong rodent arterivirus 1",315.9002,"Spleen","Arteriviridae","RNA Virus","M2206APBCSW305"
"697","M2206APBCSW306C","Eimeria falciformis",1.281024,"Gut","Eimeriidae","Eukaryote","M2206APBCSW306"
"698","M2206APBCSW307C","Guangdong rodent arterivirus 1",19.645086,"Gut","Arteriviridae","RNA Virus","M2206APBCSW307"
"699","M2206APBCSW307F","Angiostrongylus cantonensis",1.0466186,"Lung","Ancylostomatidae","Eukaryote","M2206APBCSW307"
"700","M2206APBCSW307F","Guangdong rodent arterivirus 1",2289.141,"Lung","Arteriviridae","RNA Virus","M2206APBCSW307"
"701","M2206APBCSW307P","Guangdong rodent arterivirus 1",1767.9447315,"Spleen","Arteriviridae","RNA Virus","M2206APBCSW307"
"702","M2206APBCSW308F","Orthohantavirus seoulense",1187.7783,"Lung","Hantaviridae","RNA Virus","M2206APBCSW308"
"703","M2206APBCSW309F","Guangdong rodent arterivirus 1",540.65116,"Lung","Arteriviridae","RNA Virus","M2206APBCSW309"
"704","M2206APBCSW309P","Guangdong rodent arterivirus 1",1035.95774,"Spleen","Arteriviridae","RNA Virus","M2206APBCSW309"
"705","M2206APBCSW313F","Rat hepatitis E virus",9.14286,"Lung","Hepeviridae","RNA Virus","M2206APBCSW313"
"706","M2206APBCSW313F","Guangdong rodent arterivirus 1",2197.27912,"Lung","Arteriviridae","RNA Virus","M2206APBCSW313"
"707","M2206APBCSW313P","Rat hepatitis E virus",3.87343,"Spleen","Hepeviridae","RNA Virus","M2206APBCSW313"
"708","M2206APBCSW313P","Guangdong rodent arterivirus 1",67.943615,"Spleen","Arteriviridae","RNA Virus","M2206APBCSW313"
"709","M2206APCQJH317C","Mischivirus E",84.76416,"Gut","Picornaviridae","RNA Virus","M2206APCQJH317"
"710","M2206APCQJH318C","Strongyloides stercoralis",2.806244,"Gut","Strongyloididae","Eukaryote","M2206APCQJH318"
"711","M2206APCQJH318F","Wenzhou Apodemus agrarius hepacivirus 1",24.2331942,"Lung","Flaviviridae","RNA Virus","M2206APCQJH318"
"712","M2206APCQJH322C","Eimeria dispersa",1.43815,"Gut","Eimeriidae","Eukaryote","M2206APCQJH322"
"713","M2206APCQJH322C","Mischivirus E",951.7499,"Gut","Picornaviridae","RNA Virus","M2206APCQJH322"
"714","M2206APCQJH322C","Strongyloides stercoralis",4.01168,"Gut","Strongyloididae","Eukaryote","M2206APCQJH322"
"715","M2206APCQJH323C","Mischivirus E",469.12481,"Gut","Picornaviridae","RNA Virus","M2206APCQJH323"
"716","M2206APCQJH323F","Wenzhou Apodemus agrarius hepacivirus 1",17.41799,"Lung","Flaviviridae","RNA Virus","M2206APCQJH323"
"717","M2206APCQJH324C","Mischivirus E",4373.72631,"Gut","Picornaviridae","RNA Virus","M2206APCQJH324"
"718","M2206APCQJH324C","Strongyloides stercoralis",3.432546,"Gut","Strongyloididae","Eukaryote","M2206APCQJH324"
"719","M2206APCQJH327C","Eimeria dispersa",12.28079,"Gut","Eimeriidae","Eukaryote","M2206APCQJH327"
"720","M2206APHJSH329F","Angiostrongylus cantonensis",1266.14485,"Lung","Ancylostomatidae","Eukaryote","M2206APHJSH329"
"721","M2206APHJSH329P","Bartonella kosoyi",837.05,"Spleen","Bartonellaceae","Bacteria","M2206APHJSH329"
"722","M2206APHJSH330C","Mischivirus E",6.245326,"Gut","Picornaviridae","RNA Virus","M2206APHJSH330"
"723","M2206APHJSH330F","Pneumocystis carinii",1.935968,"Lung","Pneumocystaceae","Eukaryote","M2206APHJSH330"
"724","M2206APHJSH330F","Pneumocystis murina",6.81798,"Lung","Pneumocystaceae","Eukaryote","M2206APHJSH330"
"725","M2206APHJSH330F","Trypanosoma lewis",1.0100713,"Lung","Trypanosomatidae","Eukaryote","M2206APHJSH330"
"726","M2206APHJSH331C","Strongyloides ratti",1.162503,"Gut","Strongyloididae","Eukaryote","M2206APHJSH331"
"727","M2206APHJSH331F","Orthohantavirus seoulense",437.231,"Lung","Hantaviridae","RNA Virus","M2206APHJSH331"
"728","M2206APHJSH331P","Orthohantavirus seoulense",61.93387,"Spleen","Hantaviridae","RNA Virus","M2206APHJSH331"
"729","M2206APHJSH332F","Nippostrongylus brasiliensis",5.0587641,"Lung","Ancylostomatidae","Eukaryote","M2206APHJSH332"
"730","M2206APHJSH333RF","Orthohantavirus seoulense",33.0861,"Lung","Hantaviridae","RNA Virus","M2206APHJSH333"
"731","M2206APHJSH334C","Norway rat pestivirus",24.60483,"Gut","Flaviviridae","RNA Virus","M2206APHJSH334"
"732","M2206APHJSH334P","Norway rat pestivirus",44.846963,"Spleen","Flaviviridae","RNA Virus","M2206APHJSH334"
"733","M2206APHJSH334RF","Orthohantavirus seoulense",21.87604,"Lung","Hantaviridae","RNA Virus","M2206APHJSH334"
"734","M2206APHJSH335P","Norway rat pestivirus",65.5358,"Spleen","Flaviviridae","RNA Virus","M2206APHJSH335"
"735","M2206APHJSH337P","Porcine bocavirus",11.1442,"Spleen","Parvoviridae","DNA Virus","M2206APHJSH337"
"736","M2206APHXSH339F","Nippostrongylus brasiliensis",2.183963,"Lung","Ancylostomatidae","Eukaryote","M2206APHXSH339"
"737","M2206APHXSH339RC","Betacoronavirus 1",60.4566,"Gut","Coronaviridae","RNA Virus","M2206APHXSH339"
"738","M2206APHXSH340P","Norway rat pestivirus",52.25229,"Spleen","Flaviviridae","RNA Virus","M2206APHXSH340"
"739","M2206APHXSH340RC","Betacoronavirus 1",470.4477,"Gut","Coronaviridae","RNA Virus","M2206APHXSH340"
"740","M2206APHXSH341F","Trypanosoma lewis",94.60526,"Lung","Trypanosomatidae","Eukaryote","M2206APHXSH341"
"741","M2206APHXSH341P","Trypanosoma lewis",4.081366,"Spleen","Trypanosomatidae","Eukaryote","M2206APHXSH341"
"742","M2206ZJBCSW369P","Wenzhou virus",218.1519,"Spleen","Arenaviridae","RNA Virus","M2206ZJBCSW369"
"743","M2206ZJBCSW369RF","Guangdong rodent arterivirus 1",352.1219,"Lung","Arteriviridae","RNA Virus","M2206ZJBCSW369"
"744","M2206ZJBCSW369RF","Wenzhou virus",288.987057,"Lung","Arenaviridae","RNA Virus","M2206ZJBCSW369"
"745","M2206ZJBCSW370P","Rat hepatitis E virus",63.63122,"Spleen","Hepeviridae","RNA Virus","M2206ZJBCSW370"
"746","M2206ZJBCSW370RFX100","Pneumocystis wakefieldiae",25.9179566,"Lung","Pneumocystaceae","Eukaryote","M2206ZJBCSW370"
"747","M2206ZJBCSW370RFX100","Rat hepatitis E virus",144.2844154,"Lung","Hepeviridae","RNA Virus","M2206ZJBCSW370"
"748","M2206ZJHJSH346C","Orthohantavirus seoulense",2.918152,"Gut","Hantaviridae","RNA Virus","M2206ZJHJSH346"
"749","M2206ZJHJSH348RCX100","Norway rat pestivirus",36.396693,"Gut","Flaviviridae","RNA Virus","M2206ZJHJSH348"
"750","M2206ZJHJSH350F","Angiostrongylus cantonensis",23.3792915,"Lung","Ancylostomatidae","Eukaryote","M2206ZJHJSH350"
"751","M2206ZJHJSH353F","Pneumocystis murina",2.7995,"Lung","Pneumocystaceae","Eukaryote","M2206ZJHJSH353"
"752","M2206ZJHJSH353F","Pneumocystis wakefieldiae",54.3790382,"Lung","Pneumocystaceae","Eukaryote","M2206ZJHJSH353"
"753","M2206ZJHJSH353F","Pneumocystis carinii",27.36121,"Lung","Pneumocystaceae","Eukaryote","M2206ZJHJSH353"
"754","M2206ZJHJSH354RCX100","Rodent astrovirus 3",154.5650813,"Gut","Astroviridae","RNA Virus","M2206ZJHJSH354"
"755","M2206ZJHJSH354RF","Pneumocystis wakefieldiae",3.43950055,"Lung","Pneumocystaceae","Eukaryote","M2206ZJHJSH354"
"756","M2206ZJHJSH355P","Wenzhou virus",947.5951,"Spleen","Arenaviridae","RNA Virus","M2206ZJHJSH355"
"757","M2206ZJHJSH355RCN","Wenzhou virus",118.37919,"Gut","Arenaviridae","RNA Virus","M2206ZJHJSH355"
"758","M2206ZJHJSH355RF","Wenzhou virus",540.87387,"Lung","Arenaviridae","RNA Virus","M2206ZJHJSH355"
"759","M2206ZJHJSH355RF","Pneumocystis carinii",6.740902,"Lung","Pneumocystaceae","Eukaryote","M2206ZJHJSH355"
"760","M2206ZJHJSH355RF","Pneumocystis wakefieldiae",25.5608428,"Lung","Pneumocystaceae","Eukaryote","M2206ZJHJSH355"
"761","M2206ZJHJSH357RCX100","Rodent astrovirus 3",10.680789,"Gut","Astroviridae","RNA Virus","M2206ZJHJSH357"
"762","M2206ZJHJSH359RCX100","Rodent astrovirus 3",58.3095646,"Gut","Astroviridae","RNA Virus","M2206ZJHJSH359"
"763","M2206ZJHJSH359RCX100","Rat minute virus 2a",5.701898,"Gut","Parvoviridae","DNA Virus","M2206ZJHJSH359"
"764","M2206ZJHJSH360F","Pneumocystis wakefieldiae",5.487752,"Lung","Pneumocystaceae","Eukaryote","M2206ZJHJSH360"
"765","M2206ZJHXSH361F","Hepatozoon sp",2.4421065,"Lung","Hepatozoidae","Eukaryote","M2206ZJHXSH361"
"766","M2206ZJHXSH361F","Nippostrongylus brasiliensis",5.9616,"Lung","Ancylostomatidae","Eukaryote","M2206ZJHXSH361"
"767","M2206ZJHXSH361P","Bartonella sp",78.8,"Spleen","Bartonellaceae","Bacteria","M2206ZJHXSH361"
"768","M2206ZJHXSH361P","Porcine bocavirus",45.01226,"Spleen","Parvoviridae","DNA Virus","M2206ZJHXSH361"
"769","M2206ZJHXSH364RP","Bartonella kosoyi",295.444,"Spleen","Bartonellaceae","Bacteria","M2206ZJHXSH364"
"770","M2206ZJHXSH364RP","Guangdong rodent dependoparvovirus 1",2.65446,"Spleen","Parvoviridae","DNA Virus","M2206ZJHXSH364"
"771","M2206ZJWDSW373RPN","Rat minute virus 2a",69.42452,"Spleen","Parvoviridae","DNA Virus","M2206ZJWDSW373"
"772","M2207APHJSH858FX100","Nippostrongylus brasiliensis",6.7049454,"Lung","Ancylostomatidae","Eukaryote","M2207APHJSH858"
"773","M2207APHJSH859RFX100","Nippostrongylus brasiliensis",1.7440343,"Lung","Ancylostomatidae","Eukaryote","M2207APHJSH859"
"774","M2207ZJBCSH860CX100","Rat minute virus 2a",24.973517,"Gut","Parvoviridae","DNA Virus","M2207ZJBCSH860"
"775","M2207ZJBCSH860CX100","Chlamydia muridarum",721.366,"Gut","Chlamydiaceae","Bacteria","M2207ZJBCSH860"
"776","M2207ZJBCSH860FX100","Rat minute virus 2a",77.29469,"Lung","Parvoviridae","DNA Virus","M2207ZJBCSH860"
"777","M2207ZJBCSH860PX100","Rat minute virus 2a",8255.483,"Spleen","Parvoviridae","DNA Virus","M2207ZJBCSH860"
"778","M2207ZJBCSH861C","Rat minute virus 2a",53.2226,"Gut","Parvoviridae","DNA Virus","M2207ZJBCSH861"
"779","M2207ZJBCSW379RF","Angiostrongylus cantonensis",481.6871,"Lung","Ancylostomatidae","Eukaryote","M2207ZJBCSW379"
"780","M2207ZJBCSW380FN","Rat minute virus 2a",5134.9113,"Lung","Parvoviridae","DNA Virus","M2207ZJBCSW380"
"781","M2207ZJBCSW380P","Rat minute virus 2a",16936.226,"Spleen","Parvoviridae","DNA Virus","M2207ZJBCSW380"
"782","M2207ZJBCSW381RPX100","Beilong virus",1.464585,"Spleen","Paramyxoviridae","RNA Virus","M2207ZJBCSW381"
"783","M2207ZJHJSW377RC","Bartonella sp",92.6826,"Gut","Bartonellaceae","Bacteria","M2207ZJHJSW377"
"784","M2207ZJHMSW382CN","Tritrichomonas sp",72.497336,"Gut","Tritrichomonadidae","Eukaryote","M2207ZJHMSW382"
"785","M2207ZJHMSW389C","Oxyurida sp",15.511109,"Gut","Oxyuridae","Eukaryote","M2207ZJHMSW389"
"786","M2207ZJHMSW390C","Rat minute virus 2a",33.327547,"Gut","Parvoviridae","DNA Virus","M2207ZJHMSW390"
"787","M2207ZJHMSW390C","Nippostrongylus brasiliensis",1.2794849,"Gut","Ancylostomatidae","Eukaryote","M2207ZJHMSW390"
"788","M2209HYBCSW509FBX100","Guangdong rodent arterivirus 1",3072.24,"Lung","Arteriviridae","RNA Virus","M2209HYBCSW509"
"789","M2209HYBCSW509FBX100","Angiostrongylus cantonensis",1406.482282,"Lung","Ancylostomatidae","Eukaryote","M2209HYBCSW509"
"790","M2209HYCQJH526CBX100","Mischivirus E",4.84849,"Gut","Picornaviridae","RNA Virus","M2209HYCQJH526"
"791","M2209HYCQJH526PBX100","Wenzhou Apodemus agrarius hepacivirus 1",29.09019,"Spleen","Flaviviridae","RNA Virus","M2209HYCQJH526"
"792","M2209HYCQJH526PBX100","Guangdong rodent dependoparvovirus 1",4.966628,"Spleen","Parvoviridae","DNA Virus","M2209HYCQJH526"
"793","M2209HYCQJH527PBX100","Wenzhou Apodemus agrarius hepacivirus 1",4.053529,"Spleen","Flaviviridae","RNA Virus","M2209HYCQJH527"
"794","M2209HYCQJH530CB","Angiostrongylus cantonensis",12.4230302,"Gut","Ancylostomatidae","Eukaryote","M2209HYCQJH530"
"795","M2209HYCQJH532PBX100","Wenzhou Apodemus agrarius hepacivirus 1",18.98172,"Spleen","Flaviviridae","RNA Virus","M2209HYCQJH532"
"796","M2209HYCQJH534CBX100","Strongyloides stercoralis",4.350851,"Gut","Strongyloididae","Eukaryote","M2209HYCQJH534"
"797","M2209HYCQJH534CBX100","Mischivirus E",420.974,"Gut","Picornaviridae","RNA Virus","M2209HYCQJH534"
"798","M2209HYCQJH535PBX100","Wenzhou Apodemus agrarius hepacivirus 1",377.78,"Spleen","Flaviviridae","RNA Virus","M2209HYCQJH535"
"799","M2209HYCQJH535PBX100","Guangdong rodent dependoparvovirus 1",4.977237,"Spleen","Parvoviridae","DNA Virus","M2209HYCQJH535"
"800","M2209HYCQJW510PBX100","Wenzhou Apodemus agrarius hepacivirus 1",3.02684,"Spleen","Flaviviridae","RNA Virus","M2209HYCQJW510"
"801","M2209HYHJSH537CB","Angiostrongylus cantonensis",14.7696944,"Gut","Ancylostomatidae","Eukaryote","M2209HYHJSH537"
"802","M2209HYHJSH537PBX100","Rat minute virus 2a",3.661157,"Spleen","Parvoviridae","DNA Virus","M2209HYHJSH537"
"803","M2209HYHJSH538CBX100","Rat minute virus 2a",4.017072,"Gut","Parvoviridae","DNA Virus","M2209HYHJSH538"
"804","M2209HYHJSH538PBX100","Rat minute virus 2a",15.3702879,"Spleen","Parvoviridae","DNA Virus","M2209HYHJSH538"
"805","M2209HYHJSH539F","Angiostrongylus cantonensis",64.248204,"Lung","Ancylostomatidae","Eukaryote","M2209HYHJSH539"
"806","M2209HYHJSH540CB","Angiostrongylus cantonensis",11.3464906,"Gut","Ancylostomatidae","Eukaryote","M2209HYHJSH540"
"807","M2209HYHJSH541CBX100","Hunnivirus A",275.0359523,"Gut","Picornaviridae","RNA Virus","M2209HYHJSH541"
"808","M2209HYHJSH541CBX100","Murine kobuvirus",45.860389,"Gut","Picornaviridae","RNA Virus","M2209HYHJSH541"
"809","M2209HYHJSH541CBX100","Rodent astrovirus 2",1849.2685,"Gut","Astroviridae","RNA Virus","M2209HYHJSH541"
"810","M2209HYHJSH542PBX100","Rat parvovirus 1",3.729707,"Spleen","Parvoviridae","DNA Virus","M2209HYHJSH542"
"811","M2209HYHJSH542PBX100","Rat minute virus 2a",13.26117,"Spleen","Parvoviridae","DNA Virus","M2209HYHJSH542"
"812","M2209HYHJSH543CX100","Eimeria falciformis",2.61945,"Gut","Eimeriidae","Eukaryote","M2209HYHJSH543"
"813","M2209HYHJSH544FB","Brachylaima sp",4.874512,"Lung","Brachylaimidae","Eukaryote","M2209HYHJSH544"
"814","M2209HYHJSH545PBX100","Bartonella kosoyi",66.0293,"Spleen","Bartonellaceae","Bacteria","M2209HYHJSH545"
"815","M2209HYHJSH546FB","Trypanosoma lewis",31.23735,"Lung","Trypanosomatidae","Eukaryote","M2209HYHJSH546"
"816","M2209HYHMSW512CB","Strongyloides ratti",1.3863634,"Gut","Strongyloididae","Eukaryote","M2209HYHMSW512"
"817","M2209HYHMSW513CBX100","Giardia sp1",2.936164,"Gut","Hexamitidae","Eukaryote","M2209HYHMSW513"
"818","M2209HYHMSW513CBX100","Rat hepatitis E virus",83.764689,"Gut","Hepeviridae","RNA Virus","M2209HYHMSW513"
"819","M2209HYHMSW513CBX100","Strongyloides venezuelensis",2.6006058,"Gut","Strongyloididae","Eukaryote","M2209HYHMSW513"
"820","M2209HYHMSW513CBX100","Tritrichomonas sp",15.5616979,"Gut","Tritrichomonadidae","Eukaryote","M2209HYHMSW513"
"821","M2209HYHMSW513CBX100","Murine kobuvirus",10.82188,"Gut","Picornaviridae","RNA Virus","M2209HYHMSW513"
"822","M2209HYHMSW513CBX100","Chlamydia muridarum",13.0869,"Gut","Chlamydiaceae","Bacteria","M2209HYHMSW513"
"823","M2209HYHMSW513PBX100","Rat hepatitis E virus",20.144903,"Spleen","Hepeviridae","RNA Virus","M2209HYHMSW513"
"824","M2209HYHXSH549CB","Rodent astrovirus 1",93.706275,"Gut","Astroviridae","RNA Virus","M2209HYHXSH549"
"825","M2209HYHXSH550CBX100","Guangdong dicipi-like virus",17.17718,"Gut","Picornaviridae","RNA Virus","M2209HYHXSH550"
"826","M2209HYHXSH550CBX100","Strongyloides stercoralis",4.3573199,"Gut","Strongyloididae","Eukaryote","M2209HYHXSH550"
"827","M2209HYHXSH550CBX100","Mischivirus E",328.6,"Gut","Picornaviridae","RNA Virus","M2209HYHXSH550"
"828","M2209HYHXSH551CBX100","Guangdong rodent mastadenovirus 1",5.704231,"Gut","Adenoviridae","DNA Virus","M2209HYHXSH551"
"829","M2209HYHXSH551FB","Angiostrongylus cantonensis",14.517198,"Lung","Ancylostomatidae","Eukaryote","M2209HYHXSH551"
"830","M2209HYHXSH553FBX100","Angiostrongylus cantonensis",153.73833,"Lung","Ancylostomatidae","Eukaryote","M2209HYHXSH553"
"831","M2209HYHXSH554PB","Guangdong rodent chaphamaparvovirus 3",214.982,"Spleen","Parvoviridae","DNA Virus","M2209HYHXSH554"
"832","M2209HYHXSH555PB","Bartonella kosoyi",7756.59,"Spleen","Bartonellaceae","Bacteria","M2209HYHXSH555"
"833","M2209HYHXSH556FB","Angiostrongylus cantonensis",39.788298,"Lung","Ancylostomatidae","Eukaryote","M2209HYHXSH556"
"834","M2209HYWDSW522PBX100","Bartonella kosoyi",61.8033,"Spleen","Bartonellaceae","Bacteria","M2209HYWDSW522"
"835","M2209JYCQJH558CBX100","Rat minute virus 2a",7.646682,"Gut","Parvoviridae","DNA Virus","M2209JYCQJH558"
"836","M2209JYCQJH559CX100","Mischivirus E",851.8181,"Gut","Picornaviridae","RNA Virus","M2209JYCQJH559"
"837","M2209JYHJSH566CB","Strongyloides venezuelensis",2.4605222,"Gut","Strongyloididae","Eukaryote","M2209JYHJSH566"
"838","M2209JYHJSH566CB","Angiostrongylus cantonensis",6.9686033,"Gut","Ancylostomatidae","Eukaryote","M2209JYHJSH566"
"839","M2209JYHJSH566FB","Angiostrongylus cantonensis",94.058288,"Lung","Ancylostomatidae","Eukaryote","M2209JYHJSH566"
"840","M2209JYHJSH567FBX100","Guangdong Rattus norvegicus arterivirus virus",55.0198,"Lung","Arteriviridae","RNA Virus","M2209JYHJSH567"
"841","M2209JYHJSH567FBX100","Pneumocystis wakefieldiae",9.610303,"Lung","Pneumocystaceae","Eukaryote","M2209JYHJSH567"
"842","M2209JYHJSH568CB","Rat minute virus 2a",118.09681,"Gut","Parvoviridae","DNA Virus","M2209JYHJSH568"
"843","M2209JYHJSH568FB","Orthohantavirus seoulense",43.5558,"Lung","Hantaviridae","RNA Virus","M2209JYHJSH568"
"844","M2209JYHJSH568FB","Angiostrongylus cantonensis",8.350259,"Lung","Ancylostomatidae","Eukaryote","M2209JYHJSH568"
"845","M2209JYHJSH569CBX100","Collinsella aerofaciens",780.939,"Gut","Coriobacteriaceae","Bacteria","M2209JYHJSH569"
"846","M2209JYHJSH569CBX100","Strongyloides venezuelensis",20.841919,"Gut","Strongyloididae","Eukaryote","M2209JYHJSH569"
"847","M2209JYHJSH569CBX100","Murine kobuvirus",89.76014,"Gut","Picornaviridae","RNA Virus","M2209JYHJSH569"
"848","M2209JYHJSH569CBX100","Rat minute virus 2a",4.261607,"Gut","Parvoviridae","DNA Virus","M2209JYHJSH569"
"849","M2209JYHJSH569FB","Angiostrongylus cantonensis",17.2529704,"Lung","Ancylostomatidae","Eukaryote","M2209JYHJSH569"
"850","M2209JYHJSH570FB","Angiostrongylus cantonensis",11.493771,"Lung","Ancylostomatidae","Eukaryote","M2209JYHJSH570"
"851","M2209JYHJSH571FB","Rodent astrovirus 1",171.774792,"Lung","Astroviridae","RNA Virus","M2209JYHJSH571"
"852","M2209JYHJSH571PB","Porcine bocavirus",281.7235,"Spleen","Parvoviridae","DNA Virus","M2209JYHJSH571"
"853","M2209JYHJSH574CBX100","Hunnivirus A",1.235399,"Gut","Picornaviridae","RNA Virus","M2209JYHJSH574"
"854","M2209JYHJSH574CBX100","Strongyloides ratti",1.1118598,"Gut","Strongyloididae","Eukaryote","M2209JYHJSH574"
"855","M2209JYHJSH575CX100","Wenzhou virus",7.227138,"Gut","Arenaviridae","RNA Virus","M2209JYHJSH575"
"856","M2209JYHJSH575CX100","Hunnivirus A",3.14223,"Gut","Picornaviridae","RNA Virus","M2209JYHJSH575"
"857","M2209JYHJSH577CBX100","Murine kobuvirus",1.874465,"Gut","Picornaviridae","RNA Virus","M2209JYHJSH577"
"858","M2209JYHJSH577CBX100","Guangdong Rattus norvegicus arterivirus virus",81.4011,"Gut","Arteriviridae","RNA Virus","M2209JYHJSH577"
"859","M2209JYHJSH577CBX100","Rat hepatitis E virus",111.393,"Gut","Hepeviridae","RNA Virus","M2209JYHJSH577"
"860","M2209JYHJSH578FBX100","Rodent pegivirus",38.79053,"Lung","Flaviviridae","RNA Virus","M2209JYHJSH578"
"861","M2209JYHJSH578FBX100","Norway rat pestivirus",32.080263,"Lung","Flaviviridae","RNA Virus","M2209JYHJSH578"
"862","M2209JYHJSH578PB","Norway rat pestivirus",138.6247,"Spleen","Flaviviridae","RNA Virus","M2209JYHJSH578"
"863","M2209JYHXSH562FB","Rat minute virus 2a",827.566,"Lung","Parvoviridae","DNA Virus","M2209JYHXSH562"
"864","M2209JYHXSH562FB","Angiostrongylus cantonensis",2462.939356,"Lung","Ancylostomatidae","Eukaryote","M2209JYHXSH562"
"865","M2209JYHXSH563CBX100","Chlamydia muridarum",103.76,"Gut","Chlamydiaceae","Bacteria","M2209JYHXSH563"
"866","M2209JYHXSH563FBX100","Guangdong rodent arterivirus 2",89.1735,"Lung","Arteriviridae","RNA Virus","M2209JYHXSH563"
"867","M2209JYHXSH564CBX100","Guangdong rodent arterivirus 2",3.03448,"Gut","Arteriviridae","RNA Virus","M2209JYHXSH564"
"868","M2210ZJBCSW409P","Rat hepatitis E virus",272.204019,"Spleen","Hepeviridae","RNA Virus","M2210ZJBCSW409"
"869","M2210ZJBCSW409RFX100","Rat hepatitis E virus",67.654256,"Lung","Hepeviridae","RNA Virus","M2210ZJBCSW409"
"870","M2210ZJBCSW410RFNX100","Angiostrongylus cantonensis",1.3586372,"Lung","Ancylostomatidae","Eukaryote","M2210ZJBCSW410"
"871","M2210ZJBCSW410RFNX100","Pneumocystis wakefieldiae",5.6139909,"Lung","Pneumocystaceae","Eukaryote","M2210ZJBCSW410"
"872","M2210ZJBCSW411C","Guangdong rodent arterivirus 1",31.583041,"Gut","Arteriviridae","RNA Virus","M2210ZJBCSW411"
"873","M2210ZJBCSW411RFX100","Guangdong rodent arterivirus 1",4569.37,"Lung","Arteriviridae","RNA Virus","M2210ZJBCSW411"
"874","M2210ZJBCSW411RPX100","Guangdong rodent arterivirus 1",362.58784,"Spleen","Arteriviridae","RNA Virus","M2210ZJBCSW411"
"875","M2210ZJBCSW413C","Tritrichomonas sp",24.11076,"Gut","Tritrichomonadidae","Eukaryote","M2210ZJBCSW413"
"876","M2210ZJBCSW414RPX100","Rat hepatitis E virus",102.7261679,"Spleen","Hepeviridae","RNA Virus","M2210ZJBCSW414"
